part_number235	index	yuPriceOpt	mezhPriceOpt	paPriceOpt	riPriceOpt	chPriceOpt
ELECTRIC100H	677	0	0	0	0	0
Electric106NX	678	0	0	0	0	0
ELECTRIC125H	679	0	0	0	0	0
SK110NXW-E10	680	0	0	0	0	0
VMAX120XWV2	681	0	0	0	0	0
VMAX150XWV2	682	0	0	0	0	0
VMAX150UWH2	683	0	0	0	0	0
R120WH1-A1080	684	0	0	0	0	0
V12H002S24	685	0	0	0	0	0
VMAX165XWV2	686	0	0	0	0	0
PM144HT-E8	687	0	0	0	0	0
SK150NXW2-E6	688	0	0	0	0	0
SKT150UHW2-E6	689	0	0	0	0	0
VMAX200XWV2	690	0	0	0	0	0
VMAX200XWH2	691	0	0	0	0	0
VV043-25	692	0	0	0	0	0
CCF-USB2-AMBM-6	693	0	0	0	0	0
CT2K4G3S1067M	694	0	0	0	0	0
S65 white	695	0	0	0	0	0
43075	696	0	0	0	0	0
43072	697	0	0	0	0	0
43073	698	3	0	0	0	0
HMT425S6AFR6A-RDN0	699	0	0	0	0	0
HMT451U6AFR8A-PB	700	0	0	470	360	0
H5PS1G83JFR	701	0	0	0	0	0
H5TQ4G83CMR-PBC/ 4G83АFR-PBC/H5TC4G83	702	0	0	0	0	0
KVR16S11S8/4G	703	0	0	0	0	0
KTH-X3CL/4G	704	0	0	0	0	0
CT4G3S1067M	705	0	0	0	400	0
9162	706	0	0	0	0	0
4718	707	0	0	0	0	0
9163	708	0	0	0	0	0
4719	709	0	0	0	0	0
4965	710	0	0	0	0	0
9169	711	0	0	0	0	0
9171	712	0	0	0	0	0
4964	713	0	0	0	0	0
43062	714	0	0	0	0	0
CL-08-1.8m	715	0	0	0	0	0
UAS-DB9M-01	716	0	0	0	0	0
UAS-DB9M-01-S	717	0	0	0	0	0
UAS-DB9M-02	718	0	0	0	0	0
KTA-MP1066K4/16G	719	0	0	0	0	0
CC-PVGAX-10	720	0	0	0	0	0
M471B5173EB0-YK0	721	0	0	470	380	370
317696	722	0	0	0	0	0
ZC332200	723	0	0	0	0	0
DDR2 2Gb ecc	724	0	0	0	0	0
KTA-MB800/2G	725	0	0	0	0	0
CAB-PN-PATCH-5M	726	0	0	0	0	0
43198	727	0	0	0	0	0
TS4GAP1066S	728	0	425	500	0	0
M471B5273DH0-CH9	729	0	0	470	400	440
CAB-PN-PATCH-1M	730	0	0	0	0	0
9159	731	0	0	0	0	0
3037	732	0	0	0	0	0
373708	733	0	0	0	0	0
CC-PPVGA-15M-B	734	0	0	0	0	0
372183	735	0	0	0	0	0
CC-PVGA-10	736	0	0	0	0	0
KVR1333D3S9/4G	737	0	425	470	0	400
Экран моторизированный 208*158 SMM-4301	738	0	0	0	0	0
Экран моторизированный 252*143 SMM-1601	739	0	0	0	0	0
Экран моторизированный 308*228 SMM-4302	740	0	0	0	0	0
Экран моторизированный 368*278 SMM-4303	741	0	0	0	0	0
43330	742	0	0	0	0	0
I028569	743	3	0	0	0	0
BXAS-XS-B0	744	0	0	0	0	0
KVR400X64C3A/1G	745	0	0	213.27	0	0
KVR1333D3S9/2G	746	0	0	0	0	0
HYMP125S64CP8-S6	747	0	200	200	0	160
M470T5663QZ3-CF7	748	0	200	220	0	0
M471B5273BH1-CF8	749	0	425	500	0	400
HL340	750	0	0	0	0	0
ZC332100	751	0	0	0	0	0
PSDC100	752	0	0	0	0	0
PSAC200D	753	0	0	0	0	0
PSAC300D	754	0	0	0	0	0
43359	755	0	0	0	0	0
KBH1645	756	0	0	0	0	0
A-HDMI-VGA-02	757	0	0	0	0	0
MM103	758	0	0	0	0	0
43376	759	0	0	0	0	0
M471B5273CH0-CF8	760	0	425	500	0	450
HMT41GS6AFR8A-PB	761	0	0	850	800	830
SNM-5	762	0	0	0	0	0
SNM-12	763	0	0	0	0	0
2180SL	764	0	0	0	0	0
2201SL	765	0	0	0	0	0
1200	766	0	0	0	0	0
3240	767	0	0	0	0	0
3281PL	768	0	0	0	0	0
216003	769	0	0	0	0	0
PRT11	770	0	0	0	0	0
1EVT03	771	0	0	0	0	0
207100	772	0	0	0	0	0
3V070MMS	773	0	0	0	0	0
3V084MMS	774	0	0	0	0	0
3V100MMV	775	0	0	0	0	0
3V92MMH	776	0	0	0	0	0
3V084MTV	777	0	0	0	0	0
3V070MTS	778	0	0	0	0	0
3V100MEV	779	0	0	0	0	0
3V095MEK	780	0	0	0	0	0
3V120MTV	781	0	0	0	0	0
3V120MEV	782	0	0	0	0	0
3V112MEK	783	0	0	0	0	0
3V106MEH	784	0	0	0	0	0
3V120MEH/3V120XEH	785	0	0	0	0	0
3V150MEV	786	0	0	0	0	0
3V135MEK	787	0	0	0	0	0
3V150XMH/3V150MMH	788	0	0	0	0	0
M109NWX	789	0	0	0	0	0
T119UWS1	790	0	0	0	0	0
M84UWH	791	0	0	0	0	0
VMAX135XWV2	792	0	0	0	0	0
VMAX120XWH2-E24	793	0	0	0	0	0
VMAX150XWH2-E24	794	0	0	0	0	0
VMAX180XWH Plus4	795	0	0	0	0	0
VMAX92XWV2	796	0	0	0	0	0
SK100NXW-E12	797	0	0	0	0	0
SK135NXW-E6	798	0	0	0	0	0
SK235XHW2	799	0	0	0	0	0
Electric106UX	800	0	0	0	0	0
PRB-18F	801	0	0	0	0	0
1MVEM3	802	0	0	0	0	0
PRB-2G	803	0	0	0	0	0
CMS115W	804	0	0	0	0	0
PRB-18M	805	0	0	0	0	0
PB-12W	806	0	0	0	0	0
PB-11W	807	0	0	0	0	0
PRO02	808	0	0	0	0	0
PRO02S	809	0	0	0	0	0
Round 1	810	0	0	0	0	0
PRO300S	811	0	0	0	0	0
PRB-14S	812	0	0	0	0	0
PRO300XL	813	0	0	0	0	0
PRO300L	814	0	0	0	0	0
PRO07	815	0	0	0	0	0
MC.JBG11.003	816	0	0	0	0	0
KITEC030045W	817	0	0	0	0	0
KITEC030045B	818	0	0	0	0	0
KITEC045080B	819	0	0	0	0	0
KITEC080135B	820	0	0	0	0	0
KITMZ006S	821	0	0	0	0	0
PSS-630	822	0	0	0	0	0
207101	823	0	0	0	0	0
213002	824	0	0	0	0	0
213009	825	0	0	0	0	0
206084	826	0	0	0	0	0
213004	827	0	0	0	0	0
206085	828	0	0	0	0	0
116132	829	0	0	0	0	0
116133	830	0	0	0	0	0
116137	831	0	0	0	0	0
10430108	832	0	0	0	0	0
10200259	833	0	0	0	0	0
43379	834	0	0	0	0	0
CC-HDMI4-1M	835	0	0	0	0	0
HMT325S6CFR8C-PB	836	0	0	200	0	160
40727	837	0	0	0	0	0
43400	838	0	0	0	0	0
ZC21302	839	0	0	0	0	0
M378T2863QZS-CE6	840	0	0	0	0	0
HMT351S6BFR8C-H9	841	0	425	470	400	400
M471B1G73QH0-YK0	842	0	750	850	800	750
910-005236	843	0	0	0	0	0
43444	844	0	0	0	0	0
KVR1066D3S7/4G	845	0	425	500	0	450
CBL-PPVGA-10	846	0	0	0	0	0
TS16GJF370	847	0	0	0	0	0
CAB-PN-VGA-VGA-10М	848	0	0	0	0	0
M471B1G73EB0-YK0	849	0	0	850	800	750
TS32GJF350	850	0	0	0	0	0
CBL-PPVGA-30M	851	0	0	0	0	0
CAB-PN-VGA-VGA-20М	852	0	0	0	0	0
16229	853	0	0	0	0	0
VM 017-7m.	854	0	0	0	0	0
USB-SERIAL-2	855	0	0	0	0	0
CAB-PN-USB-COM	856	0	0	0	0	0
HDS9001-SS	857	0	0	0	0	0
MT8JSF12864HZ-1G1F1	858	0	0	0	0	0
GR1600S3V64L11/8G	859	0	0	850	0	0
GS48GB2133C15SC	860	0	0	0	0	0
43498	861	0	0	0	0	0
PSD34G1600L81S	862	0	0	0	0	0
TS512MSK64W6H	863	0	0	0	0	0
43504	864	0	0	0	0	0
PSD38G1600L2S	865	0	0	0	0	0
US155	866	0	0	0	0	0
CC-PPVGA-20M-B	867	0	0	0	0	0
AM030A01-P1	868	0	0	0	0	0
RC-006i	869	0	0	0	0	0
CC-PPVGAX-5M	870	0	0	0	0	0
CC-PPVGA-5M-B	871	0	0	0	0	0
CC-PPVGA-10-B	872	0	0	0	0	0
CC-PPVGA-10M-B	873	0	0	0	0	0
CC-PPVGA-20m	874	0	0	0	0	0
CC-PPVGA-30M-B	875	0	0	0	0	0
352437	876	0	0	0	0	0
CBL-PPVGA-5M	877	0	0	0	0	0
372190	878	0	0	0	0	0
373715	879	0	0	0	0	0
KVR21S15D8/8	880	0	0	950	0	0
KTA-MB800K2/2G	881	0	0	0	0	0
CL2530	882	0	0	0	0	0
ZC376300	883	0	0	0	0	0
43567	884	0	0	0	0	0
CC-PPVGAX-10M-B	885	0	0	0	0	0
CAB-PN-PATCH-3M	886	0	0	0	0	0
M470T2864QZ3-CF7	887	0	0	0	0	0
KVR800D2S6/1G	888	0	75	130	0	0
43568	889	0	225	0	0	0
M378B5173EB0-CK0	890	0	0	0	360	0
40646	891	0	0	0	0	0
HYMP512U64CP8-S5	892	0	0	0	0	0
M471B5673FH0-CF8	893	0	0	200	150	140
CC-PPVGA-6B	894	0	0	0	0	0
TS16GJF700	895	0	0	0	0	0
HMT425S6AFR6A-PB	896	0	0	0	0	0
AYC-VH01	897	0	0	0	0	0
PT-H70X70WP5(SB)	898	0	0	0	0	0
PT-H60X60WP5(SB)	899	0	0	0	0	0
PT-H100(4:3) WP5(SB)	900	0	0	0	0	0
CB-P72(4:3)WM5(SSW)	901	0	0	0	0	0
CB-P84(4:3)WM5(SSW)	902	0	0	0	0	0
CB-P77(16:9)WM5(SSW)	903	0	0	0	0	0
CB-P100(4:3)WM5(SSW)	904	0	0	0	0	0
CB-P92(16:9)WM5(SSW)	905	0	0	0	0	0
CB-P100(16:9)WM5(SSW)	906	0	0	0	0	0
CB-P106(16:9)WM5(SSW)	907	0	0	0	0	0
CB-P120(4:3)WM5(SSW)	908	0	0	0	0	0
CB-P133(4:3)WM5(SSW)	909	0	0	0	0	0
CB-P120(16:9)WM5(SSW)	910	0	0	0	0	0
CB-P133(16:9)WM5(SSW)	911	0	0	0	0	0
CB-P150(4:3)WM5(SSW)	912	0	0	0	0	0
CB-MI84(4:3)WM5	913	0	0	0	0	0
CB-MI77(16:9)WM5	914	0	0	0	0	0
CB-MI82(16:10)WM5	915	0	0	0	0	0
CB-MI100(4:3)WM5	916	0	0	0	0	0
CB-MI94(16:10)WM5	917	0	0	0	0	0
CB-MI92(16:9)WM5	918	0	0	0	0	0
CB-MI103(16:10)WM5	919	0	0	0	0	0
CB-MI100(16:9)WM5	920	0	0	0	0	0
CB-MI120(4:3)WM5	921	0	0	0	0	0
CB-MI106(16:9)WM5	922	0	0	0	0	0
CB-MI109(16:10)WM5	923	0	0	0	0	0
CB-MI113(16:10)WM5	924	0	0	0	0	0
CB-MI150(4:3)WM5	925	0	0	0	0	0
CB-MI120(16:9)WM5	926	0	0	0	0	0
CB-MI123(16:10)WM5	927	0	0	0	0	0
CB-MI133(16:9)WM5	928	0	0	0	0	0
CB-MI130(16:10)WM5	929	0	0	0	0	0
CB-MI137(16:10)WM5	930	0	0	0	0	0
CB-MI180(4:3)WM5	931	0	0	0	0	0
CB-MI150(16:9)WM5	932	0	0	0	0	0
CB-MI150(16:10)WM5	933	0	0	0	0	0
CB-MI165(16:9)WM5	934	0	0	0	0	0
CB-MI180(16:9)WM5	935	0	0	0	0	0
CB-M220(4:3)WM9	936	0	0	0	0	0
CB-MI200(16:10)WM5	937	0	0	0	0	0
AS08GFA60CATBGJ	938	0	0	850	0	0
PSD32G1600L81S	939	0	0	0	0	0
GR1600S3V64L11N/2G	940	0	0	0	0	0
PSD22G8002S	941	0	0	0	0	0
TS256MSK64W6X	942	0	0	0	0	0
GS32GB1600C11S	943	0	0	0	0	0
HMA451S6AFR8N-TF	944	0	0	520	450	430
M471A5143SB0-CPB00	945	0	0	0	0	0
F2-6400CL5S-2GBSQ	946	0	0	0	0	0
GR800S264L6/2G / GR800S264L5/2G	947	0	0	0	0	0
JM800QSU-2G	948	0	0	0	0	0
TMD3L4G1600HC11-S01	949	0	0	0	0	0
TED34G1600C11-S01 / TED34GM1600C11-S01	950	0	0	0	0	0
GR2133S464L15S/4G	951	0	0	500	0	0
JM1600KSH-4G	952	0	0	0	0	0
SP004GBSTU133N02	953	0	0	0	0	0
SP004GBSTU160N02	954	0	0	0	0	0
KVR16LS11/4BK	955	0	0	0	0	0
KVR21S15S8/4	956	0	580	520	0	0
W-AMM16004G	957	0	0	0	0	0
CT4G4SFS824A	958	0	0	0	0	0
FA-6400CL5S-2GBSQ	959	0	0	0	0	0
KCP316SS8/4	960	0	0	545.2	0	0
KCP3L16SS8/4	961	0	0	0	0	0
M471A1G43EB1-CPB	962	0	0	950	900	880
GR1600S364L11/8G	963	0	0	0	0	0
GR1333S364L9/8G	964	0	0	1050	0	0
GS38GB1600C11S	965	0	0	0	0	0
TED38G1600C11-S01	966	0	0	0	0	0
F4-2133C15S-8GRS	967	0	0	0	0	0
HMT41GS6BFR8A-PB	968	0	750	850	800	750
TED3L8G1600C11DC-S01	969	0	0	0	0	0
TS1GSK64V6H	970	0	0	0	0	0
FA-6400CL5D-4GBSQ	971	0	0	0	0	0
CT102464BF160B	972	0	0	850	800	0
SP008GBSTU133N02	973	0	0	0	0	0
KVR21S15S8/8	974	0	900	950	0	800
CT8G3S186DM	975	0	0	0	0	0
HX316LS9IBK2/8	976	0	0	0	0	0
KCP3L16SD8/8	977	0	0	850	0	0
KCP421SS8/8	978	0	0	0	0	0
KCP316SD8/8	979	0	850	850	800	0
KCP313SD8/8	980	0	0	0	0	0
PSD416G21332S	981	0	0	0	0	0
F4-2133C15S-16GRS	982	0	0	0	0	0
TED316G1600C11DC-S01	983	0	0	0	0	0
TED416G2400C16-S01	984	0	0	0	0	0
TND3L8G2133HC11DC-S01	985	0	0	0	0	0
KCP421SD8/16	986	0	0	0	0	0
P1N55AA	987	0	0	0	0	0
TED432G2400C16DC-S01	988	0	0	0	0	0
CT204864BF160B	989	0	0	0	0	0
AS01GE800C6NBGC	990	0	0	0	0	0
E30801S	991	0	0	0	0	0
E20812S	992	0	0	0	0	0
AS02GE800C6NBGC	993	0	0	0	0	0
78.B2GF0.4000B	994	0	0	0	0	0
E30211S	995	0	0	0	0	0
78.B2GF0.AF00B	996	0	0	0	0	0
AS04GFA60CATBGJ	997	0	0	0	0	0
AS08GFA60CATBGC	998	0	0	0	0	0
E30148A	999	0	0	0	0	0
E30804S	1000	0	0	974	0	0
E30212S	1001	0	0	0	0	0
AS08GFA33C9TBGC	1002	0	0	0	0	0
E30214S	1003	0	0	0	0	0
H6Y77AA	1004	0	0	0	0	0
AS16GGB24CEYBGC	1005	0	0	0	0	0
CMPR-2	1006	0	0	0	0	0
PB-14B	1007	0	0	0	0	0
PB-14W	1008	0	0	0	0	0
CMS009W	1009	0	0	0	0	0
PRB-11 Black	1010	0	0	0	0	0
PB-15W	1011	0	0	0	0	0
PB-15B	1012	0	0	0	0	0
PRB-144L	1013	0	0	0	0	0
CMPR-3	1014	0	0	0	0	0
352444	1015	0	0	0	0	0
V-PVGA-6	1016	0	0	0	0	0
PL2303	1017	0	0	0	0	0
VM 015-3м.	1018	0	0	0	0	0
GC 1309	1019	0	0	0	0	0
V-HDMI4-0.5M	1020	0	0	0	0	0
DT100G3/16GB	1021	0	0	0	0	0
MT16JSF25664HZ-1G1F1	1022	0	0	200	150	0
KBT000816	1023	0	0	0	0	0
M471B5173DB0-YK0	1024	0	0	470	380	370
M471B5273DH0-CK0	1025	0	425	470	400	400
MD110	1026	0	0	0	0	0
MD107	1027	0	0	0	0	0
525471	1028	0	0	0	0	0
A-mDPF-DPM-001-W	1029	0	0	0	0	0
A-mDPM-VGAF-02	1030	0	0	0	0	0
84508	1031	0	0	0	0	0
AK-340305-010-W	1032	0	0	0	0	0
MP350	1033	0	0	0	0	0
KBD1668	1034	0	0	0	0	0
AK-340404-001-W	1035	0	0	0	0	0
AK-340305-030-W	1036	0	0	0	0	0
MP351	1037	0	0	0	0	0
AK-340509-002-W	1038	0	0	0	0	0
AK-340407-001-W	1039	0	0	0	0	0
MP417	1040	0	0	0	0	0
526421	1041	0	0	0	0	0
F2CD029bt	1042	0	0	0	0	0
UCO2-0080KWR11	1043	0	0	0	0	0
DTIG4/32GB	1044	0	0	0	0	0
HMT351S6CFR8C-PB	1045	0	0	470	400	400
ESBC72	1046	0	0	0	0	0
ESBB96	1047	0	0	0	0	0
ESDC86	1048	0	0	0	0	0
ESDC100	1049	0	0	0	0	0
ESDB135	1050	0	0	0	0	0
ESAC86	1051	0	0	0	0	0
ESAA90	1052	0	0	0	0	0
ESAA100	1053	0	0	0	0	0
ESAA120	1054	0	0	0	0	0
ESAA150	1055	0	0	0	0	0
mt16jsf51264hz-1g4d1	1056	0	0	470	0	0
EBJ41UF8BDU5-GN-F	1057	0	0	0	0	0
HMT351S6EFR8A-PB	1058	0	0	470	400	400
CC-HDMI4L-1M	1059	0	0	0	0	0
CC-HDMI4L-6	1060	0	0	0	0	0
SKU015225	1061	0	0	0	0	0
SKU015028	1062	0	0	0	0	0
43712	1063	0	0	0	0	0
KVR16S11/4	1064	0	425	470	0	400
31119	1065	0	0	0	0	0
M378T5663EH3-CF7	1066	0	200	242.46	0	160
R534G1601S1S-U	1067	0	0	0	0	0
HMT451S6BFR8A-PB	1068	0	0	470	380	370
PSD38G16002S	1069	0	0	0	0	0
TED3L8G1600C11-S01	1070	0	0	0	0	0
PV38G160LC9S	1071	0	0	0	0	0
CT2K8G3S160BM	1072	0	0	0	0	0
34469	1073	0	0	0	0	0
FT232RL	1074	0	0	0	0	0
43749	1075	0	0	0	0	0
DK-1511-020	1076	0	0	0	0	0
DK-1511-050/B	1077	0	0	0	0	0
KBT001740	1078	0	0	0	0	0
Art.GC 1308	1079	0	0	0	0	0
KVR1333D3N9/4G	1080	0	425	470	0	400
43744	1081	0	0	0	0	0
HP16D3LS1KBG/4G	1082	0	0	0	0	0
KVR1333D3N9/4G/AMD	1083	0	275	0	0	0
MT16HTF25664HY-800E1	1084	0	0	0	0	0
HYMP125S64CP8-Y5	1085	0	0	0	0	0
M471B5173QH0-YK0	1086	0	0	470	380	370
43811	1087	0	0	0	0	0
43816	1088	0	0	0	0	0
SSDPR-CX300-120	1089	0	0	0	0	0
M471B1G73DB0-YK0	1090	0	0	850	800	750
HMT325S6BFR8C-H9	1091	0	0	200	150	150
CCA-458-5M	1092	0	0	0	0	0
Art.GC 1828	1093	0	0	0	0	0
10710	1094	0	0	0	0	0
Art.GC 1814	1095	0	0	0	0	0
13275	1096	0	0	0	0	0
10713	1097	0	0	0	0	0
PROV7101	1098	0	0	0	0	0
PROV7102	1099	0	0	0	0	0
ZC851200	1100	0	0	0	0	0
CT-PRB-1	1101	0	0	0	0	0
43769	1102	0	0	0	0	0
43832	1103	0	0	0	0	0
41928	1104	0	0	0	0	0
43834	1105	0	0	0	0	0
43833	1106	0	0	0	0	0
CT-PRB-1S	1107	0	0	0	0	0
CT-PRB-4L	1108	0	0	0	0	0
CT-PRB-8M	1109	0	0	0	0	0
Q117230	1110	0	0	0	0	0
JM800QLU-2G	1111	0	200	250	0	0
43848	1112	0	0	0	0	0
43847	1113	0	0	0	0	0
TSR021	1114	0	0	0	0	0
43851	1115	0	0	0	0	0
43838	1116	0	0	0	0	0
43852	1117	0	0	0	0	0
16852	1118	0	0	0	0	0
CC-DP-HDMI-1M	1119	0	0	0	0	0
VE 557	1120	0	0	0	0	0
AK-340103-020-S	1121	0	0	0	0	0
A-DPM-DVIF-002-W	1122	0	0	0	0	0
CC-DP-HDMI-6	1123	0	0	0	0	0
A-DPM-HDMIF-002-W	1124	0	0	0	0	0
CC-DP-HDMI-3M	1125	0	0	0	0	0
Art.GC 1446	1126	0	0	0	0	0
AK-340409-001-S	1127	0	0	0	0	0
16851	1128	0	0	0	0	0
KD00AS1236	1129	0	0	0	0	0
KD00AS1237	1130	0	0	0	0	0
KD00AS1277	1131	0	0	0	0	0
KD00AS1278	1132	0	0	0	0	0
DB-340403-001-S	1133	0	0	0	0	0
KBD1669	1134	0	0	0	0	0
470-ACFC	1135	0	0	0	0	0
AK-340102-010-W	1136	0	0	0	0	0
A-mDPM-DPF-001-W	1137	0	0	0	0	0
AK-340102-020-W	1138	0	0	0	0	0
A-mDPF-HDMIM-001-W	1139	0	0	0	0	0
A-mDPM-VGAF-01	1140	0	0	0	0	0
VDP 02	1141	0	0	0	0	0
KD00AS1238	1142	0	0	0	0	0
AK-340406-001-W	1143	0	0	0	0	0
470-13627	1144	0	0	0	0	0
KD00AS1281	1145	0	0	0	0	0
KBD1677	1146	0	0	0	0	0
470-13629	1147	0	0	0	0	0
470-13628	1148	0	0	0	0	0
CAB-PN-HDMI-1.3-45	1149	0	0	0	0	0
M471B2873FHS-CF8	1150	0	0	0	0	0
43891	1151	0	0	0	0	0
SSDPR-CL100-120	1152	0	0	0	0	0
EL123500004	1153	0	0	0	0	0
U-AMM-6	1154	0	0	0	0	0
V-VGA-6	1155	0	0	0	0	0
43899	1156	0	0	0	0	0
iPD203	1157	0	0	0	0	0
55010CH	1158	0	0	0	0	0
11209	1159	0	0	0	0	0
VA 004	1160	0	0	0	0	0
KBD1676	1161	0	0	0	0	0
43908	1162	0	0	0	0	0
PS-3-10	1163	0	0	0	0	0
PS-3-15	1164	0	0	0	0	0
EL122300002	1165	0	0	0	0	0
EL122500002	1166	0	0	0	0	0
Elongator 3G- 5M	1167	0	0	0	0	0
LA-UAFM-OTG black	1168	0	0	0	0	0
TS4GJF370	1169	0	0	0	0	0
KVR16N11/4G	1170	0	0	470	0	0
GC 1302	1171	0	0	0	0	0
13274	1172	0	0	0	0	0
9153	1173	0	0	0	0	0
43928	1174	0	0	0	0	0
TSR022	1175	0	0	0	0	0
CT8G4DFS824A	1176	0	0	0	0	0
43933	1177	0	0	0	0	0
M471B1G73DM0-YK0	1178	0	0	0	0	0
43935	1179	0	0	0	0	0
M471B1G73QHO-YK0	1180	0	0	0	0	0
43943	1181	0	0	0	0	0
CB-MP84(4:3)WM5	1182	0	0	0	0	0
CB-MP94(16:10)WM5	1183	0	0	0	0	0
CB-MP103(16:10)WM5	1184	0	0	0	0	0
CB-MP92(16:9)WM5	1185	0	0	0	0	0
CB-MP100(16:9)WM5	1186	0	0	0	0	0
CB-MP120(4:3)WM5	1187	0	0	0	0	0
CB-MP106(16:9)WM5	1188	0	0	0	0	0
CB-MP109(16:10)WM5	1189	0	0	0	0	0
CB-MP113(16:10)WM5	1190	0	0	0	0	0
CB-MP150(4:3)WM5	1191	0	0	0	0	0
CB-MP133(16:9)WM5	1192	0	0	0	0	0
CB-MP130(16:10)WM5	1193	0	0	0	0	0
CB-MP137(16:10)WM5	1194	0	0	0	0	0
CB-MP180(4:3)WM5	1195	0	0	0	0	0
CB-MP150(16:9)WM5	1196	0	0	0	0	0
CB-MP150(16:10)WM5	1197	0	0	0	0	0
CB-MP189(16:10)WM5	1198	0	0	0	0	0
CB-MP165(16:9)WM5	1199	0	0	0	0	0
CB-MP164(16:10)WM5	1200	0	0	0	0	0
CB-MP180(16:9)WM5	1201	0	0	0	0	0
CB-MP200(4:3)WM5	1202	0	0	0	0	0
CB-MP200(16:9)WM5	1203	0	0	0	0	0
CB-MP200(16:10)WM5	1204	0	0	0	0	0
43951	1205	0	0	0	0	0
KVR800D2N6/4G	1206	0	0	0	0	0
KVR800D2S6/4G	1207	0	1275	0	0	0
KVR667D2S5/2G	1208	0	200	250	0	0
CC-HDMI-DVI-7.5MC	1209	0	0	0	0	0
EL123500013	1210	0	0	0	0	0
V-VGA-10	1211	0	0	0	0	0
V-HDMI4-1M	1212	0	0	0	0	0
T84 B(IR)-JL	1213	0	0	0	0	0
GR1333S364L9/4G	1214	0	0	0	0	0
9166	1215	0	0	0	0	0
M378T5663QZ3-CF7	1216	0	200	240	0	0
VS2GSDS667D2	1217	0	0	0	0	0
XLQ61228702	1218	0	0	0	0	0
43974	1219	0	0	0	0	0
CM2X2048-6400C5	1220	0	0	0	0	0
HMT351U6BFR8C-H9	1221	0	0	470	360	350
M471B1G73BH0-CK0	1222	0	0	850	800	800
GS34GB1600C11S	1223	0	0	0	0	0
PSD34G1600L2S	1224	0	0	0	0	0
GGS38GB1333C9S	1225	0	0	0	0	0
TED44G2400C16-S01	1226	0	0	0	0	0
KVR24S17S8/4	1227	0	580	530	0	0
M471A1G43DB0-CPB	1228	0	0	1000	900	880
TED48G2400C16-S01	1229	0	0	950	0	0
F4-2400C16S-8GRS	1230	0	0	0	0	0
CT8G4SFS824A	1231	0	0	1000	0	0
E30213S	1232	0	0	470	0	0
E30802S	1233	0	0	0	0	0
E30170A	1234	0	0	0	0	0
E40421S	1235	0	0	0	0	0
E40821S	1236	0	0	950	0	0
43994	1237	0	0	0	0	0
LA90PS1-00	1238	0	0	0	0	0
44005	1239	0	0	0	0	0
CAB-PN-HDMI-1.4-30	1240	0	0	0	0	0
CCA-458-2.5м	1241	0	0	0	0	0
44009	1242	0	0	0	0	0
HMT325U6CFR8C-H9	1243	0	0	200	0	160
44010	1244	0	0	0	0	0
KHX1333C9D3B1K2/8G	1245	0	0	0	0	0
TC51800	1246	0	0	0	0	0
44019	1247	0	0	0	0	0
KVR1333D3N9/2G/AMD	1248	0	0	0	0	0
M471B5273CM0-CH9	1249	0	0	0	0	0
HMT351U6CFR8C-PB	1250	0	0	470	360	0
HMT351S6CFR8C-H9	1251	0	0	470	400	400
HMT351S6CFR8A-PB	1252	0	0	470	400	420
KHX1600C9D3B1K2/8GX	1253	0	0	0	0	0
RCA02-1.8	1254	0	0	0	0	0
01300131	1255	0	0	0	0	0
01300133	1256	0	0	0	0	0
VGA03-15.0	1257	0	0	0	0	0
HP536727-H41-ELD	1258	0	0	0	0	0
CML8GX3M2A1600C9	1259	0	0	0	0	0
KTL-TP3B/4G	1260	0	0	470	400	0
KVR667D2N5K2/4G	1261	0	0	0	0	0
KVR800D2N5K2/4G	1262	0	0	0	0	0
HMT451S6MFR8C-PB	1263	0	0	536	0	420
LU102	1264	0	0	0	0	0
HX421C14FB/4	1265	0	0	0	0	0
KVR21N15S8/4	1266	0	0	500	0	0
HX316C10F/4	1267	0	0	700	0	420
M471B5273DH0-YK0	1268	0	425	470	400	370
HX316LS9IBK2/16	1269	0	0	0	0	0
HX318LS11IBK2/16	1270	0	0	0	0	0
KVR16S11S6/2	1271	0	0	0	0	0
PSD34G133381S	1272	0	0	0	0	0
JM1333KSN-4G	1273	0	0	0	0	0
PSD34G160081S	1274	0	0	0	0	0
F3-1600C9S-4GSL	1275	0	0	0	0	0
HX318LS11IB/8	1276	0	0	0	0	0
HX421S13IB/16	1277	0	0	0	0	0
HX421S13IBK2/16	1278	0	0	0	0	0
KVR24S17D8/16	1279	0	0	2200	0	1700
TS512MSH64V1H	1280	0	0	0	450	0
PSD44G240081S	1281	0	0	0	0	0
M471A5143EB1-CRC	1282	0	0	0	0	0
M471A5244CB0-CRC	1283	0	0	525	500	480
PV48G240C5S	1284	0	0	0	0	0
F4-3000C16S-16GRS	1285	0	0	0	0	0
E20811S	1286	0	0	0	0	0
AS16GGB13CDYBGH	1287	0	0	0	0	0
AS08GGB24CEYBGH	1288	0	0	0	0	0
M378T2953EZ3-CE6	1289	0	0	0	0	0
HYMP125S64CP8-S6	1290	0	200	200	0	160
M470T5663RZ3-CF7	1291	0	0	0	0	0
M378B5773CH0-CH9	1292	0	0	200	0	160
AM1U16BC4P2-B19H	1293	0	0	0	0	0
AO1L16BC4R1-BQ7S	1294	0	0	0	0	0
2139U3	1295	0	0	0	0	0
EE2-U2S-5	1296	0	0	0	0	0
CT525MX300SSD1	1297	0	0	0	0	0
KTH-ZD8000B/2G	1298	0	0	0	0	0
ZC28001	1299	0	0	0	0	0
